DATE,TIME,DATETIME,TANK_NUM,TREATMENT,TEMPINSITU,TEMPINLAB,SALINITY,FLOW_LEFT,FLOW_RIGHT,residence_time,flowrate,TA,pH,DIC_umol_kg,DOC,pH_inflow,TA_inflow,DIC_inflow,DOC_inflow,deltapH,deltaTA,deltaDIC,deltaDOC,NEC,NEP,Notes
2024-06-11,12:00:00,2024-06-11T12:00:00Z,2,Rubble_Dom,27.5,27.409,36.4,294,8,0.5518763796909492,5.033333333333333,2334.958,8.104167896520892,1960.997262775469,NA,8.010184285239403,2360.581,2039.9802667738347,83.2812964,0.09398361128148913,25.623000000000047,78.9830039983658,351.8787036,0.470020720000001,2.4276609259489335,NA
2024-06-11,21:00:00,2024-06-11T21:00:00Z,2,Rubble_Dom,27.1,25.941,36.5,0,36,4.629629629629629,0.6,NA,7.938230490881344,NA,NA,8.044539918296229,NA,NA,109.2581337,-0.10630942741488436,NA,NA,349.55186630000003,NA,NA,NA
2024-06-12,21:00:00,2024-06-12T21:00:00Z,2,Rubble_Dom,27.3,26.129,36.5,NA,NA,NA,NA,NA,7.947548969807021,NA,NA,8.041816171591535,NA,NA,NA,-0.09426720178451387,NA,NA,NA,NA,NA,NA
2024-06-13,12:00:00,2024-06-13T12:00:00Z,2,Rubble_Dom,27.4,25.869,36.5,NA,NA,NA,NA,NA,8.020869197460856,NA,NA,8.0546644215497345,NA,NA,NA,-0.033795224088878584,NA,NA,NA,NA,NA,NA
2024-06-13,21:00:00,2024-06-13T21:00:00Z,2,Rubble_Dom,27.3,26.362,36.3,NA,NA,NA,NA,NA,7.9596032522666675,NA,NA,8.054178802618383,NA,NA,NA,-0.09457555035171517,NA,NA,NA,NA,NA,NA
2024-06-14,12:00:00,2024-06-14T12:00:00Z,2,Rubble_Dom,29.4,28.897,36.2,NA,NA,NA,NA,NA,8.195494625752158,NA,NA,8.044081034385364,NA,NA,NA,0.15141359136679355,NA,NA,NA,NA,NA,NA
2024-06-14,21:00:00,2024-06-14T21:00:00Z,2,Rubble_Dom,27.8,26.652,36.1,NA,NA,NA,NA,NA,7.964244978740373,NA,NA,8.074678608097239,NA,NA,NA,-0.11043362935686574,NA,NA,NA,NA,NA,NA
2024-06-15,12:00:00,2024-06-15T12:00:00Z,2,Rubble_Dom,29.4,28.938,36.3,NA,NA,NA,NA,NA,8.229150216220933,NA,NA,8.045686045211598,NA,NA,NA,0.18346417100933543,NA,NA,NA,NA,NA,NA
2024-06-15,21:00:00,2024-06-15T21:00:00Z,2,Rubble_Dom,28.1,26.694,36.3,NA,NA,NA,NA,NA,8.017250411833869,NA,NA,8.075885913649149,NA,NA,NA,-0.05863550181527977,NA,NA,NA,NA,NA,NA
2024-06-16,12:00:00,2024-06-16T12:00:00Z,2,Rubble_Dom,30.2,29.333,36.2,0,22,7.575757575757575,0.36666666666666664,2281.888,8.210907634020518,1811.4780904411532,NA,8.045596537518659,2359.208,2006.5203464214983,89.6374344,0.16531109650185982,77.32000000000016,195.0422559803451,NA,0.10332242962962983,0.41794605894598874,NA
2024-06-16,21:00:00,2024-06-16T21:00:00Z,2,Rubble_Dom,28.2,24.051,36.3,20,5,6.666666666666666,0.4166666666666667,2328.172,8.011235330736659,2008.9679824805405,180.3898468,8.073453771153769,2354.242,1993.6190260425928,76.83218575,-0.06221844041711044,26.070000000000164,-15.348956437947663,103.55766105,0.039587777777778034,-0.08620312695969316,NA
2024-06-17,21:00:00,2024-06-17T21:00:00Z,2,Rubble_Dom,27.5,26.892,36,NA,NA,NA,NA,NA,8.059934374474519,NA,NA,8.054346511673607,NA,NA,NA,0.005587862800911836,NA,NA,NA,NA,NA,NA
2024-06-18,12:00:00,2024-06-18T12:00:00Z,2,Rubble_Dom,27.6,27.544,36.1,NA,NA,NA,NA,NA,8.063844503892618,NA,NA,8.03682743235098,NA,NA,NA,0.02701707154163735,NA,NA,NA,NA,NA,NA
2024-06-18,21:00:00,2024-06-18T21:00:00Z,2,Rubble_Dom,26.9,26.12,36.1,NA,NA,NA,NA,NA,7.9762767312481735,NA,NA,7.983191605774758,NA,NA,NA,-0.006914874526584569,NA,NA,NA,NA,NA,NA
2024-06-19,12:00:00,2024-06-19T12:00:00Z,2,Rubble_Dom,27.6,27.64,36.1,NA,NA,NA,NA,NA,8.050715704073884,NA,NA,8.01634947062482,NA,NA,NA,0.03436623344906309,NA,NA,NA,NA,NA,NA
2024-06-19,21:00:00,2024-06-19T21:00:00Z,2,Rubble_Dom,27.2,26.287,36.1,NA,NA,NA,NA,NA,8.034408202877142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-20,12:00:00,2024-06-20T12:00:00Z,2,Rubble_Dom,27.7,26.658,36.2,328,304,0.26371308016877637,10.533333333333333,NA,8.083466862922718,NA,97.05373819,8.08306538736559,2349.2845,1982.810761294699,99.05195645,4.014755571279949e-4,NA,NA,-1.9982182600000016,NA,NA,NA
2024-06-20,21:00:00,2024-06-20T21:00:00Z,2,Rubble_Dom,27.2,26.062,36.3,287,444,0.22799817601459188,12.183333333333334,2365.744469,8.034162389329655,2037.9047665408098,196.458852,8.030525102764017,2367.620913,2042.9691259376807,146.5033956,0.0036372865656382203,1.8764439999999922,5.064359396870941,49.9554564,0.08331689351703668,0.36641322643442686,NA
2024-06-24,12:00:00,2024-06-24T12:00:00Z,2,Rubble_Dom,27.4,25.67,36.9,NA,NA,NA,NA,NA,8.110327040217845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-26,12:00:00,2024-06-26T12:00:00Z,2,Rubble_Dom,29.4,28.899,36.5,NA,NA,NA,NA,2300.584234,8.249472085042173,1804.3508418006156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024-06-26,21:00:00,2024-06-26T21:00:00Z,2,Rubble_Dom,27,24.508,36.2,NA,NA,NA,NA,2376.517014,7.996971435801588,2073.225677551052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
